,Player,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
0,a'shawn robinson,17.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,34.0,28.0,6.0,1.0,0.0,0.0
1,aaron donald,13.5,13.5,0.0,0.0,0.0,0.0,2.5,0.5,0.0,0.5,0.0,0.0,6.5,51.0,27.5,23.5,13.0,17.0,0.0,7.5
2,abdullah anderson,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,5.0,3.0,2.0,0.5,0.5,0.0,0.0
3,adam butler,17.0,0.5,0.0,0.0,0.0,0.0,3.5,0.5,0.0,0.0,0.0,0.0,3.5,22.5,12.5,10.0,5.0,7.0,0.0,0.0
4,adam gotsis,13.25,3.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.25,0.0,0.0,1.375,20.0,13.0,7.0,3.0,6.25,0.0,0.0
5,adetomiwa adebawore,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,6.0,4.5,1.5,2.0,3.0,0.0,0.0
6,adrian phillips,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,7.0,0.0,0.0,0.0,0.0
7,aidan hutchinson,11.0,11.0,0.5,3.0,0.0,3.0,3.5,2.0,0.0,1.0,0.0,0.0,9.5,35.0,24.0,11.0,10.5,25.0,0.0,3.0
8,aj epenesa,14.666666666666666,1.0,0.6666666666666666,12.666666666666666,0.3333333333333333,10.666666666666666,4.666666666666667,1.0,0.0,0.6666666666666666,0.0,0.0,4.833333333333333,16.666666666666668,10.0,6.666666666666667,5.333333333333333,9.666666666666666,0.0,0.0
9,akeem spence,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.0,3.5,0.0,0.0,0.0,0.0
10,akiem hicks,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,25.0,19.0,6.0,5.0,9.0,0.0,0.0
11,al woods,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,2.0,2.0,0.0,0.0
12,al-quadin muhammad,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,3.0,4.0,5.0,0.0,0.0
13,albert huggins,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,19.0,5.0,14.0,0.0,2.0,0.0,0.0
14,alex barrett,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
15,alex okafor,17.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.5,23.0,7.0,16.0,0.0,7.0,0.0,0.0
16,alex wright,12.333333333333334,2.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,2.0,20.333333333333332,11.333333333333334,9.0,3.0,2.0,0.3333333333333333,0.0
17,alim mcneill,13.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,32.0,17.0,15.0,6.0,10.0,0.0,0.0
18,alton robinson,16.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,13.0,9.0,5.0,3.0,0.0,0.0
19,amani bledsoe,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20,amare barno,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,8.0,1.0,2.0,2.0,0.0,0.0
21,andre carter ii,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0
22,andre jones,8.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.5,0.0,0.0,0.0,0.0
23,andrew billings,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,15.0,3.0,2.0,0.0,0.0
24,andrew brown,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
25,angelo blackson,9.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,12.0,6.333333333333333,5.666666666666667,1.0,0.3333333333333333,0.0,0.0
26,anthony nelson,17.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,22.0,13.0,9.0,7.0,10.0,0.0,0.0
27,antwaun woods,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0
28,arden key,17.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,5.5,24.5,13.5,11.0,5.0,16.0,0.0,0.0
29,arik armstead,17.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,21.0,8.0,3.0,7.0,0.0,0.0
30,armon watts,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.0,4.5,6.5,1.0,1.5,0.0,0.0
31,arron mosby,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,12.0,6.0,6.0,1.0,2.0,0.0,0.0
32,austin booker,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.0,14.0,7.0,3.0,4.0,0.0,0.0
33,austin bryant,5.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.5,1.5,0.5,1.5,0.0,0.0
34,austin faoliu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
35,austin johnson,16.0,9.0,1.0,4.5,0.0,2.5,2.0,0.5,0.0,0.5,0.0,0.0,0.25,32.5,15.5,17.0,1.0,1.0,0.0,0.0
36,ben stille,6.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,5.666666666666667,2.3333333333333335,3.3333333333333335,0.3333333333333333,1.0,0.0,0.0
37,benito jones,17.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.25,21.0,10.5,10.5,1.5,5.0,0.0,0.0
38,benning potoa'e,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0
39,bilal nichols,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0
40,bj hill,16.5,9.5,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.0,0.0,5.0,50.5,27.5,23.0,4.0,16.5,0.0,0.0
41,bj thompson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
42,bobby brown,9.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.5,2.0,0.5,0.0,0.0,0.0
43,boogie basham,11.5,0.0,0.5,10.5,0.0,10.5,1.0,0.0,0.0,0.5,0.5,0.0,2.25,18.5,10.0,8.5,2.5,4.0,0.0,0.0
44,bradlee anae,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
45,braiden mcgregor,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
46,brandin bryant,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,0.5,0.0,0.5,0.0,0.0
47,brandon dorlus,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
48,brandon graham,11.75,1.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,4.375,18.25,11.75,6.5,5.5,7.5,0.0,0.25
49,brandon pili,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
50,brandon williams,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,1.0,2.0,0.0,0.0
51,bravvion roy,15.0,3.0,0.5,1.5,0.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,23.5,8.5,15.0,0.5,1.5,0.0,0.0
52,braxton hoyett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0
53,breiden fehoko,8.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.5,10.5,0.5,0.0,0.0,0.0
54,brent urban,13.0,1.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.0,0.0,1.0,16.5,8.75,7.75,1.75,1.75,0.0,0.0
55,brenton cox,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,12.0,8.0,4.0,5.0,7.0,0.0,0.0
56,broderick washington jr,15.0,4.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.6666666666666667,18.333333333333332,9.0,9.333333333333334,2.0,3.3333333333333335,0.0,0.0
57,brodric martin,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.5,0.0,0.0,0.0,0.0
58,bruce hector,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,6.333333333333333,3.0,3.3333333333333335,1.3333333333333333,0.3333333333333333,0.0,0.0
59,bryan bresee,17.0,5.5,0.0,0.0,0.0,0.0,4.5,0.5,0.0,0.0,0.0,0.0,6.0,24.5,14.5,10.0,7.0,11.5,0.0,0.0
60,bryan mone,13.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,2.0,1.0,0.0,0.0
61,bryce huff,13.0,3.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,3.0,9.5,4.5,5.0,2.5,7.0,0.0,0.0
62,bunmi rotimi,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0
63,byron cowart,16.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,19.0,9.0,10.0,3.5,2.0,0.0,0.0
64,byron young,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
65,calais campbell,15.5,15.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,0.0,0.0,6.0,46.0,25.0,21.0,7.0,15.5,0.5,0.0
66,calijah kancey,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,19.0,7.0,10.0,12.0,0.0,2.0
67,cameron heyward,15.0,15.0,0.3333333333333333,0.0,0.0,0.0,4.666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,7.5,65.33333333333333,39.0,26.333333333333332,11.666666666666666,14.333333333333334,0.0,4.666666666666667
68,cameron jordan,17.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,43.0,20.0,23.0,3.0,6.0,0.0,0.0
69,cameron malveaux,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0
70,cameron sample,15.666666666666666,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,22.666666666666668,14.666666666666666,8.0,2.0,6.666666666666667,0.0,0.0
71,cameron thomas,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,5.0,4.0,1.0,0.0,0.0
72,cameron young,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,8.0,1.0,1.0,0.0,0.0
73,carl davis,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5.666666666666667,0.0,0.6666666666666666,11.0,5.333333333333333,5.666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0
74,carl granderson,16.0,8.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,5.666666666666667,52.0,28.333333333333332,23.666666666666668,9.333333333333334,12.333333333333334,0.0,0.0
75,carl lawson,10.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.5,10.0,4.5,5.5,2.0,7.5,0.0,0.0
76,carl nassib,13.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.5,0.0,0.0,2.5,22.0,15.5,6.5,4.5,5.0,0.0,0.0
77,carlos davis,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0
78,carlos dunlap,17.0,2.0,0.0,0.0,0.0,0.0,7.5,1.0,0.0,0.0,0.0,0.0,6.25,37.0,24.5,12.5,7.0,13.0,0.0,0.0
79,carlos watkins,9.666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,15.0,7.0,8.0,1.0,0.3333333333333333,0.0,0.0
80,casey toohill,15.333333333333334,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,23.666666666666668,13.0,10.666666666666666,3.3333333333333335,4.666666666666667,0.0,0.0
81,cassius marsh,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,2.0,0.0,0.0
82,cedric johnson,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,2.0,1.0,4.0,0.0,0.0
83,charles harris,9.5,3.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.25,13.5,10.0,3.5,2.0,4.5,0.0,0.0
84,charles omenihu,12.25,1.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.125,17.75,10.75,7.0,2.25,8.0,0.0,0.0
85,chase winovich,5.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,11.0,7.5,3.5,0.5,1.5,0.0,0.0
86,chase young,12.0,2.6666666666666665,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,4.333333333333333,20.333333333333332,13.666666666666666,6.666666666666667,5.0,12.333333333333334,0.0,0.0
87,chauncey golston,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,25.0,11.0,14.0,1.0,3.0,0.0,0.0
88,chauncey rivers,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
89,chris jones,16.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.5,30.0,20.0,10.0,13.0,29.0,0.0,8.0
90,chris smith,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5.0,2.0,3.0,0.5,2.0,0.0,0.0
91,chris williams,10.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.666666666666666,6.666666666666667,3.0,1.0,2.6666666666666665,0.0,0.0
92,chris wormley,6.666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,12.333333333333334,5.0,7.333333333333333,1.0,0.3333333333333333,0.0,0.0
93,christian barmore,12.0,2.75,0.0,0.0,0.0,0.0,2.25,0.25,0.0,0.0,0.0,0.0,3.375,34.75,20.0,14.75,4.75,8.25,0.0,0.0
94,christian covington,10.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,32.0,16.5,15.5,2.0,0.5,0.0,0.0
95,christian ringo,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,13.5,6.0,7.5,1.0,1.5,0.0,0.0
96,christian wilkins,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,11.0,6.0,2.0,6.0,0.0,0.0
97,christopher hinton,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0
98,cj brewer,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.5,2.5,1.5,1.5,0.0,0.0
99,clelin ferrell,16.333333333333332,7.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,2.3333333333333335,22.666666666666668,10.333333333333334,12.333333333333334,3.3333333333333335,9.0,0.0,0.0
100,colby wooden,15.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,18.5,9.5,9.0,1.5,2.0,0.0,0.0
101,cory durden,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
102,da'shawn hand,12.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,16.666666666666668,9.0,7.666666666666667,2.0,2.3333333333333335,0.0,0.0
103,dalvin tomlinson,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,12.0,16.0,4.0,12.0,0.0,0.0
104,damarcus mitchell,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0
105,damion square,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.0,3.0,6.0,0.0,3.0,0.0,0.0
106,daniel archibong,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
107,daniel ekuale,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,7.333333333333333,5.333333333333333,2.0,1.3333333333333333,1.6666666666666667,0.0,0.0
108,daniel hardy,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0
109,daniel wise,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.5,3.0,0.5,0.5,0.0,0.0
110,dante fowler,17.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.0,0.0,0.0,5.0,20.0,15.0,5.0,6.0,8.0,0.0,0.0
111,dante stills,15.5,9.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,4.0,44.5,19.0,25.5,4.5,5.5,0.0,0.0
112,daquan jones,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,16.0,8.0,8.0,4.0,5.0,0.0,0.0
113,darius philon,11.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,27.0,19.0,8.0,5.0,2.0,0.0,0.0
114,darius robinson,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,6.0,1.0,1.0,0.0,0.0
115,daron payne,17.0,17.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,4.0,53.0,32.0,21.0,13.0,11.0,0.0,0.0
116,darrell taylor,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,32.0,20.0,12.0,3.0,9.0,0.0,0.0
117,darryl johnson,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.5,0.5,0.0,0.0,0.0
118,david bada,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
119,david moa,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,1.0,0.0,0.0,0.0,0.0
120,david onyemata,14.0,14.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,50.0,25.0,25.0,6.0,16.0,0.0,0.0
