player,pos,school,wt,40yd,vertical,bench,broad jump,3cone,shuttle,round,ht_num,year,career av
Jack Anderson,OL,Texas Tech,314,5.28,29.5,27,105,7.90,4.83,7,6.333333333333333,2021.0,0.0
Tutu Atwell,WR,Louisville,155,4.42,33.0,NA,117,6.89,4.14,2,5.666666666666667,2021.0,12.0
Josh Ball,OL,Marshall,308,5.20,27.5,28,106,7.77,4.70,4,6.583333333333333,2021.0,0.0
Aaron Banks,OL,Notre Dame,325,5.32,31.0,24,100,7.69,4.89,2,6.416666666666667,2021.0,20.0
Christian Barmore,DL,Alabama,310,4.93,NA,NA,NA,NA,NA,2,6.333333333333333,2021.0,10.0
Derrick Barnes,DE,Purdue,238,4.57,37.0,29,119,NA,4.27,4,6.0,2021.0,11.0
Carlos Basham,DL,Wake Forest,274,4.64,34.0,20,122,7.13,4.25,2,6.25,2021.0,3.0
Rashod Bateman,WR,Minnesota,190,4.39,36.0,NA,123,NA,NA,1,6.0,2021.0,18.0
Joshuah Bledsoe,S,Missouri,NA,NA,NA,NA,NA,NA,NA,6,NA,2021.0,0.0
Nick Bolton,LB,Missouri,237,4.60,32.0,24,NA,7.40,4.50,2,5.916666666666667,2021.0,23.0
Ian Book,QB,Notre Dame,211,4.65,32.5,NA,115,6.99,4.19,4,6.0,2021.0,0.0
Larry Borom,OL,Missouri,322,5.12,31.0,NA,NA,NA,NA,5,6.416666666666667,2021.0,0.0
William Bradley-King,OLB,Baylor,252,4.74,34.5,NA,119,7.14,4.26,7,6.25,2021.0,0.0
Brady Breeze,S,Oregon,197,4.55,38.0,20,120,7.05,4.22,6,5.916666666666667,2021.0,0.0
Gary Brightwell,RB,Arizona,218,4.62,34.5,17,118,7.51,4.48,6,5.833333333333333,2021.0,0.0
K.J. Britt,LB,Auburn,235,4.76,32.5,24,118,7.38,4.40,5,6.0,2021.0,0.0
Deonte Brown,OL,Alabama,344,NA,27.0,NA,NA,NA,NA,6,6.25,2021.0,0.0
Dyami Brown,WR,North Carolina,189,4.46,35.0,18,128,6.87,4.35,3,6.0,2021.0,6.0
Tre Brown,CB,Oklahoma,185,4.42,38.0,13,123,7.11,4.27,4,5.75,2021.0,0.0
Amon-Ra St. Brown,WR,USC,197,4.51,38.5,20,127,6.88,4.17,4,5.916666666666667,2021.0,47.0
Baron Browning,LB,Ohio St.,245,4.58,40.0,23,130,6.78,4.23,3,6.166666666666667,2021.0,15.0
Camryn Bynum,CB,California,196,4.58,34.0,NA,129,6.99,4.10,4,6.0,2021.0,20.0
Tyson Campbell,DB,Georgia,193,4.40,34.5,12,124,7.15,4.45,2,6.083333333333333,2021.0,19.0
Jackson Carman,OT,Clemson,317,NA,NA,NA,NA,NA,NA,2,6.333333333333333,2021.0,4.0
Michael Carter,RB,North Carolina,201,4.50,34.0,16,119,6.81,3.98,4,5.583333333333333,2021.0,11.0
Ja'Marr Chase,WR,LSU,201,4.34,41.0,NA,132,6.96,3.99,1,6.0,2021.0,48.0
Brady Christensen,OL,BYU,NA,NA,34.0,30,124,NA,NA,3,NA,2021.0,13.0
Andre Cisco,DB,Syracuse,NA,NA,NA,17,NA,NA,NA,3,NA,2021.0,18.0
Ben Cleveland,OL,Georgia,343,5.05,28.0,30,102,NA,4.88,3,6.5,2021.0,6.0
Nico Collins,WR,Michigan,215,4.43,37.5,14,125,6.78,4.29,3,6.333333333333333,2021.0,25.0
Zaven Collins,LB,Tulsa,259,4.67,35.0,19,122,NA,4.36,1,6.333333333333333,2021.0,21.0
Jonathon Cooper,DE,Ohio St.,253,4.69,33.0,28,108,6.99,4.31,7,6.166666666666667,2021.0,0.0
Samuel Cosmi,OL,Texas,314,4.87,30.0,36,117,7.35,4.39,2,6.416666666666667,2021.0,23.0
Jabril Cox,LB,LSU,232,NA,NA,NA,NA,NA,NA,4,6.25,2021.0,2.0
Drew Dalman,C,Stanford,299,5.11,33.0,33,109,7.33,4.52,4,6.25,2021.0,16.0
Frank Darby,WR,Arizona St.,201,4.56,34.5,19,117,7.05,4.25,6,6.0,2021.0,0.0
Jaelon Darden,WR,North Texas,174,4.47,35.5,NA,122,6.66,3.98,4,5.583333333333333,2021.0,0.0
Jamin Davis,LB,Kentucky,234,4.47,42.0,NA,132,NA,NA,1,6.25,2021.0,16.0
Shawn Davis,DB,Florida,202,NA,39.5,17,128,NA,NA,5,5.833333333333333,2021.0,0.0
Wyatt Davis,OL,Ohio St.,315,NA,NA,25,NA,NA,NA,3,6.25,2021.0,0.0
Divine Deablo,DB,Virginia Tech,226,4.42,34.0,19,126,7.12,4.40,3,6.25,2021.0,20.0
Victor Dimukeje,DE,Duke,262,4.87,34.5,28,115,7.25,4.35,6,6.083333333333333,2021.0,0.0
Sam Ehlinger,QB,Texas,220,4.84,36.5,NA,114,7.15,4.44,6,6.083333333333333,2021.0,0.0
Liam Eichenberg,OL,Notre Dame,306,NA,26.5,33,105,7.53,4.58,2,6.5,2021.0,23.0
D'Wayne Eskridge,WR,West. Michigan,190,4.38,35.0,NA,124,6.93,4.22,2,5.666666666666667,2021.0,2.0
Travis Etienne,RB,Clemson,215,4.45,33.5,18,128,NA,NA,1,5.833333333333333,2021.0,24.0
Chris Evans,RB,Michigan,211,4.50,40.5,20,127,6.83,4.12,6,5.916666666666667,2021.0,0.0
Luke Farrell,TE,Ohio St.,251,4.79,36.5,22,118,7.14,4.36,5,6.416666666666667,2021.0,0.0
Simi Fehoko,WR,Stanford,222,4.44,34.5,16,120,6.78,4.26,5,6.25,2021.0,0.0
Demetric Felton,RB,UCLA,189,4.55,NA,NA,NA,NA,NA,6,5.666666666666667,NA,NA
Justin Fields,QB,Ohio St.,227,4.45,NA,NA,NA,NA,NA,1,6.166666666666667,2021.0,34.0
Tony Fields,LB,West Virginia,222,4.64,34.0,17,114,7.15,4.48,5,6.0,2021.0,0.0
Dez Fitzpatrick,WR,Louisville,208,4.43,35.0,NA,NA,7.09,4.26,4,6.083333333333333,2021.0,0.0
Darrick Forrest,S,Cincinnati,206,4.42,39.0,21,132,6.91,4.23,5,5.916666666666667,2021.0,0.0
Stone Forsythe,OL,Florida,307,5.14,27.5,25,103,7.47,4.65,6,6.666666666666667,2021.0,0.0
Pat Freiermuth,TE,Penn St.,251,NA,NA,26,NA,NA,NA,2,6.416666666666667,2021.0,18.0
Will Fries,OL,Penn St.,309,5.37,31.0,24,115,7.77,4.53,7,6.5,2021.0,0.0
Jake Funk,RB,Maryland,204,4.49,38.0,22,122,6.71,4.12,7,5.833333333333333,2021.0,0.0
Kenneth Gainwell,RB,Memphis,201,4.42,NA,21,NA,NA,NA,5,NA,2021.0,0.0
Tyree Gillespie,S,Missouri,NA,4.38,NA,15,NA,7.06,NA,4,NA,2021.0,0.0
Chauncey Golston,DL,Iowa,269,4.79,36.0,NA,119,7.52,4.65,3,6.333333333333333,2021.0,12.0
Tay Gowan,DB,Central Florida,186,4.44,35.5,13,118,6.88,4.25,6,6.0,2021.0,0.0
Ta'Quon Graham,DL,Texas,292,4.89,32.5,32,113,7.31,4.68,5,6.25,2021.0,0.0
Richie Grant,DB,Central Florida,197,4.49,34.5,12,129,6.78,4.27,2,5.916666666666667,2021.0,13.0
Noah Gray,TE,Duke,240,4.55,35.0,15,115,6.83,4.37,5,6.25,2021.0,0.0
Kendrick Green,OL,Illinois,305,4.89,35.5,25,119,7.79,4.67,3,6.083333333333333,2021.0,5.0
Robert Hainsey,OL,Notre Dame,306,5.20,27.5,32,104,7.58,4.63,3,6.333333333333333,2021.0,15.0
Darren Hall,CB,San Diego St.,188,4.47,38.5,16,132,7.07,4.28,4,5.916666666666667,2021.0,4.0
Damar Hamlin,DB,Pittsburgh,200,4.60,35.0,18,118,6.93,4.40,6,6.0,2021.0,0.0
Daelin Hayes,DL,Notre Dame,253,4.71,32.5,26,119,7.17,4.29,5,6.25,2021.0,0.0
Khalil Herbert,RB,Virginia Tech,210,4.46,33.0,22,115,6.96,4.31,6,5.666666666666667,2021.0,0.0
Kylin Hill,RB,Mississippi St.,214,4.51,36.0,22,122,7.13,4.35,7,5.833333333333333,2021.0,0.0
Trey Hill,OL,Georgia,319,5.50,NA,NA,NA,NA,NA,6,6.25,2021.0,0.0
Jevon Holland,S,Oregon,207,4.48,35.5,19,126,NA,4.14,2,6.0,2021.0,21.0
Jaycee Horn,DB,South Carolina,205,4.39,41.5,19,133,NA,NA,1,6.0,2021.0,13.0
Chuba Hubbard,RB,Oklahoma St.,210,4.48,36.0,20,120,7.24,4.26,4,6.0,2021.0,23.0
Wyatt Hubert,DE,Kansas St.,258,4.93,32.5,NA,110,7.03,4.28,7,6.166666666666667,2021.0,0.0
James Hudson,OL,Cincinnati,313,5.27,28.5,22,98,8.05,4.79,4,6.333333333333333,2021.0,8.0
Talanoa Hufanga,S,USC,NA,4.65,NA,NA,NA,NA,NA,5,NA,2021.0,0.0
Creed Humphrey,OL,Oklahoma,302,5.11,33.0,29,112,7.50,4.49,2,6.333333333333333,2021.0,40.0
Tarron Jackson,DE,Coastal Carolina,254,4.68,29.0,25,118,7.45,4.51,6,6.166666666666667,2021.0,0.0
Brenden Jaimes,OL,Nebraska,298,NA,30.5,25,112,7.50,4.51,5,6.416666666666667,2021.0,0.0
Jermar Jefferson,RB,Oregon St.,206,4.57,31.0,13,115,7.38,4.38,7,5.833333333333333,2021.0,0.0
Teven Jenkins,OL,Oklahoma St.,317,5.01,32.5,36,106,7.72,4.66,2,6.416666666666667,2021.0,15.0
Jamar Johnson,DB,Indiana,205,4.58,35.0,17,122,7.22,4.41,5,6.166666666666667,2021.0,0.0
Patrick Johnson,DE,Tulane,240,4.59,35.0,16,119,6.97,4.41,7,6.5,2021.0,0.0
Ernest Jones,LB,South Carolina,230,4.65,38.5,NA,NA,NA,NA,3,6.083333333333333,2021.0,14.0
Mac Jones,QB,Alabama,217,4.72,32.0,NA,116,7.04,4.39,1,6.166666666666667,2021.0,24.0
Patrick Jones,DL,Pittsburgh,261,4.85,31.5,22,107,NA,NA,3,6.333333333333333,2021.0,7.0
Brevin Jordan,TE,Miami (FL),247,4.64,31.0,17,116,NA,NA,5,6.166666666666667,2021.0,0.0
Kelvin Joseph,DB,Kentucky,197,4.34,35.0,NA,128,7.21,4.22,2,5.916666666666667,2021.0,2.0
Kary Vincent Jr.,CB,LSU,185,4.36,35.5,8,117,NA,NA,7,5.75,2021.0,0.0
Malcolm Koonce,DE,Buffalo,249,NA,NA,NA,NA,NA,NA,3,6.166666666666667,2021.0,7.0
Trey Lance,QB,North Dakota St.,224,NA,NA,NA,NA,NA,NA,1,6.25,2021.0,4.0
Cole Van Lanen,OL,Wisconsin,305,5.11,30.0,22,107,7.34,4.64,6,6.333333333333333,2021.0,0.0
Trevor Lawrence,QB,Clemson,213,NA,NA,NA,NA,NA,NA,1,6.416666666666667,2021.0,39.0
Alex Leatherwood,OL,Alabama,312,4.96,34.5,NA,118,NA,NA,1,6.416666666666667,2021.0,8.0
Richard LeCounte,DB,Georgia,196,4.79,32.5,NA,128,7.44,4.49,5,5.833333333333333,2021.0,0.0
Deommodore Lenoir,CB,Oregon,199,4.48,34.5,15,121,7.02,4.35,5,5.833333333333333,2021.0,0.0
Walker Little,OT,Stanford,313,5.30,29.5,24,111,7.44,4.59,2,6.583333333333333,2021.0,11.0
Isaiahh Loudermilk,DE,Wisconsin,274,5.08,28.5,21,112,7.52,4.55,5,6.5,2021.0,0.0
Tre' McKitty,TE,Georgia,247,NA,NA,NA,NA,NA,NA,3,6.333333333333333,2021.0,1.0
Racey McMath,WR,LSU,217,4.36,34.0,NA,124,7.38,4.38,6,6.166666666666667,2021.0,0.0
Quinn Meinerz,OL,Wisconsin–Whitewater,320,4.99,32.0,NA,111,7.54,4.58,3,6.166666666666667,2021.0,25.0
Ifeatu Melifonwu,DB,Syracuse,205,4.48,41.5,16,134,7.01,4.34,3,6.166666666666667,2021.0,6.0
Davis Mills,QB,Stanford,217,4.82,32.0,NA,110,6.95,4.40,3,6.25,2021.0,15.0
Dax Milne,WR,BYU,NA,4.54,31.0,14,114,NA,4.19,7,NA,2021.0,0.0
Elijah Mitchell,RB,Louisiana,201,4.38,37.5,17,128,6.94,4.19,6,5.833333333333333,2021.0,0.0
Trevon Moehrig,S,TCU,NA,4.50,33.0,NA,NA,NA,4.19,2,NA,2021.0,21.0
Elijah Molden,DB,Washington,192,4.62,36.5,13,125,NA,NA,3,5.75,2021.0,7.0
Elijah Moore,WR,Mississippi,NA,4.35,36.0,17,121,6.63,4.07,2,NA,2021.0,0.0
Rondale Moore,WR,Purdue,180,4.28,42.5,NA,NA,6.65,4.06,2,5.583333333333333,2021.0,12.0
Jimmy Morrissey,OL,Pittsburgh,303,5.31,31.0,26,105,7.39,4.47,7,6.25,2021.0,0.0
Israel Mukuamu,DB,South Carolina,NA,NA,36.0,34,NA,NA,NA,6,NA,2021.0,0.0
Josh Myers,C,Ohio St.,310,NA,NA,29,NA,NA,NA,2,6.416666666666667,2021.0,27.0
Hamsah Nasirildeen,DB,Florida St.,215,NA,32.0,17,NA,7.05,4.31,6,6.25,2021.0,0.0
Dazz Newsome,WR,North Carolina,190,4.59,34.0,12,121,7.38,4.38,6,5.833333333333333,2021.0,0.0
Greg Newsome,DB,Northwestern,192,4.39,40.0,18,123,6.90,4.26,1,6.0,2021.0,14.0
Daviyon Nixon,DT,Iowa,313,4.90,28.5,NA,106,7.68,4.70,5,6.25,2021.0,0.0
Tre Nixon,WR,Central Florida,187,4.44,35.5,18,125,6.81,4.27,7,6.0,2021.0,0.0
Tre Norwood,DB,Oklahoma,192,4.58,33.5,12,123,7.65,4.45,7,5.916666666666667,2021.0,0.0
Dayo Odeyingbo,DL,Vanderbilt,276,NA,NA,NA,NA,NA,NA,2,6.416666666666667,2021.0,12.0
Adetokunbo Ogundeji,DL,Notre Dame,260,4.75,32.0,22,120,7.17,4.64,5,6.333333333333333,2021.0,0.0
Azeez Ojulari,OLB,Georgia,249,4.63,30.0,26,127,7.27,4.34,2,6.166666666666667,2021.0,16.0
Levi Onwuzurike,DL,Washington,290,4.89,30.0,29,109,NA,NA,2,6.166666666666667,2021.0,7.0
Joseph Ossai,LB,Texas,256,4.63,41.5,19,131,NA,NA,3,6.25,2021.0,6.0
Jayson Oweh,DE,Penn St.,257,4.36,39.5,21,134,6.83,4.21,1,6.416666666666667,2021.0,14.0
Jeremiah Owusu-Koramoah,LB,Notre Dame,221,NA,36.5,NA,124,6.80,4.15,2,6.083333333333333,2021.0,22.0
Micah Parsons,LB,Penn St.,246,4.39,34.0,19,126,6.89,4.40,1,6.25,2021.0,56.0
Kwity Paye,DL,Michigan,261,4.52,35.3,36,118,NA,NA,1,6.166666666666667,2021.0,26.0
Ronnie Perkins,DE,Oklahoma,253,4.71,32.0,25,115,NA,4.69,3,6.166666666666667,2021.0,0.0
Jaelan Phillips,DL,Miami (FL),260,4.56,36.0,21,125,NA,NA,1,6.416666666666667,2021.0,16.0
Kyle Pitts,TE,Florida,245,4.44,33.5,22,129,7.12,4.30,1,6.416666666666667,2021.0,21.0
Cornell Powell,WR,Clemson,204,4.53,36.5,16,128,7.03,4.21,5,6.0,2021.0,0.0
Dillon Radunz,OT,North Dakota St.,301,5.16,32.0,24,112,7.27,4.57,2,6.416666666666667,2021.0,11.0
Monty Rice,LB,Georgia,233,4.58,32.0,NA,121,7.34,4.33,3,6.0,2021.0,6.0
Aaron Robinson,DB,Central Florida,186,4.39,37.0,15,123,6.89,4.29,3,5.916666666666667,2021.0,2.0
Quincy Roche,DL,Miami (FL),NA,NA,32.5,23,119,NA,NA,6,NA,2021.0,0.0
Robert Rochell,DB,Central Arkansas,193,4.41,43.0,9,133,6.84,4.08,4,5.916666666666667,2021.0,3.0
Amari Rodgers,WR,Clemson,212,4.52,33.0,19,121,7.07,4.31,3,5.75,2021.0,1.0
Larry Rountree,RB,Missouri,NA,4.62,30.0,NA,NA,6.96,NA,6,NA,2021.0,0.0
Gregory Rousseau,DL,Miami (FL),266,4.68,30.0,21,115,NA,NA,1,6.5,2021.0,32.0
Chris Rumph,DE,Duke,244,NA,NA,18,NA,NA,NA,4,6.166666666666667,2021.0,3.0
Anthony Schwartz,WR,Auburn,186,4.27,32.0,NA,123,7.13,4.25,3,6.0,2021.0,2.0
Trey Sermon,RB,Ohio St.,215,4.57,37.0,NA,125,6.83,4.28,3,6.0,2021.0,1.0
Penei Sewell,OL,Oregon,331,5.13,28.0,30,109,7.76,4.68,1,6.333333333333333,2021.0,52.0
Tyler Shelvin,DT,LSU,350,5.40,28.5,NA,97,8.15,5.05,4,6.166666666666667,NA,NA
William Sherman,OL,Colorado,304,5.19,26.0,23,108,7.71,4.82,6,6.25,NA,NA
Jamien Sherwood,DB,Auburn,216,4.76,36.0,15,123,7.15,4.36,5,6.083333333333333,NA,NA
Rashawn Slater,OL,Northwestern,304,4.91,33.0,33,112,7.48,4.45,1,6.333333333333333,NA,NA
Tedarrell Slaton,DL,Florida,330,5.09,29.0,27,109,7.91,4.81,5,6.333333333333333,NA,NA
Elerson Smith,DL,Northern Iowa,NA,4.71,41.5,26,127,7.00,4.39,4,NA,NA,NA
Jordan Smith,OLB,Ala-Birmingham,264,4.80,33.0,16,117,NA,NA,4,6.416666666666667,NA,NA
Ihmir Smith-Marsette,WR,Iowa,181,4.43,37.0,NA,124,7.00,4.20,5,6.0,NA,NA
Benjamin St-Juste,DB,Minnesota,202,4.51,34.5,11,119,6.63,3.96,3,6.25,NA,NA
Caden Sterns,DB,Texas,202,4.41,42.0,14,128,6.96,4.13,5,5.916666666666667,NA,NA
Jacoby Stevens,S,LSU,212,4.63,42.0,NA,130,NA,NA,6,6.083333333333333,NA,NA
Marquez Stevenson,WR,Houston,180,4.48,33.0,NA,122,6.76,4.14,6,5.833333333333333,NA,NA
Rhamondre Stevenson,RB,Oklahoma,231,4.64,31.5,15,112,7.09,4.15,4,5.916666666666667,NA,NA
Eric Stokes,DB,Georgia,194,4.31,38.5,14,128,6.96,4.36,1,6.0,NA,NA
Chazz Surratt,LB,North Carolina,229,4.58,31.0,25,NA,7.02,4.16,3,6.166666666666667,NA,NA
Patrick Surtain,DB,Alabama,208,4.42,39.0,18,131,NA,NA,1,6.166666666666667,NA,NA
Keith Taylor,DB,Washington,187,4.54,33.5,12,127,6.85,4.26,5,6.166666666666667,NA,NA
Ambry Thomas,DB,Michigan,191,4.37,38.0,15,122,NA,NA,3,5.916666666666667,NA,NA
Tommy Togiai,DT,Ohio St.,296,4.97,32.0,40,105,7.20,4.49,4,6.083333333333333,NA,NA
Kadarius Toney,WR,Florida,193,4.39,39.5,9,136,6.88,4.25,1,5.916666666666667,NA,NA
Shaka Toney,DE,Penn St.,242,4.51,39.0,24,128,6.95,4.28,7,6.166666666666667,NA,NA
Khyiris Tonga,DL,BYU,NA,NA,NA,35,NA,NA,NA,7,NA,NA,NA
Kyle Trask,QB,Florida,236,5.10,31.5,NA,113,7.08,4.60,2,6.416666666666667,NA,NA
Tommy Tremble,TE,Notre Dame,241,4.60,36.5,20,122,NA,NA,3,6.25,NA,NA
Joe Tryon,OLB,Washington,259,4.69,35.0,22,116,7.18,4.36,1,6.416666666666667,NA,NA
Jay Tufele,DL,USC,305,5.00,30.0,30,105,7.80,4.88,4,6.166666666666667,NA,NA
Payton Turner,DL,Houston,268,NA,35.5,23,NA,6.98,4.33,1,6.416666666666667,NA,NA
Jaylen Twyman,DL,Pittsburgh,301,5.40,32.5,40,104,8.00,NA,6,6.083333333333333,NA,NA
Alijah Vera-Tucker,OL,USC,308,5.05,32.0,36,106,7.67,4.70,1,6.333333333333333,NA,NA
Shaun Wade,CB,Ohio St.,196,NA,NA,NA,NA,NA,NA,5,6.0,NA,NA
Tylan Wallace,WR,Oklahoma St.,194,4.48,33.0,11,112,6.97,4.25,4,5.916666666666667,NA,NA
Garret Wallow,LB,TCU,NA,4.65,32.5,22,122,6.87,4.12,5,NA,NA,NA
Rashad Weaver,DL,Pittsburgh,259,4.88,32.0,20,114,6.97,4.26,4,6.333333333333333,NA,NA
Mark Webb,DB,Georgia,207,4.61,36.5,NA,136,7.30,4.52,7,6.083333333333333,NA,NA
Pete Werner,LB,Ohio St.,238,4.58,39.5,20,122,6.95,4.38,2,6.166666666666667,NA,NA
James Wiggins,S,Cincinnati,209,4.40,38.0,22,127,NA,NA,7,5.916666666666667,NA,NA
Rachad Wildgoose,CB,Wisconsin,197,4.53,36.0,11,120,7.09,4.18,6,5.916666666666667,NA,NA
Avery Williams,CB,Boise St.,187,4.43,33.5,19,121,6.88,4.00,5,5.666666666666667,NA,NA
Javonte Williams,RB,North Carolina,212,4.55,36.0,22,123,6.97,4.09,2,5.75,NA,NA
Milton Williams,DL,Louisiana Tech,284,4.67,38.5,34,121,6.96,4.33,3,6.25,NA,NA
Rodarius Williams,CB,Oklahoma St.,189,4.50,36.5,14,123,6.98,4.15,6,5.916666666666667,NA,NA
Seth Williams,WR,Auburn,211,4.49,37.0,12,124,7.20,4.43,6,6.25,NA,NA
Marco Wilson,CB,Florida,191,4.37,43.5,26,136,6.80,4.13,4,5.916666666666667,NA,NA
Zach Wilson,QB,BYU,214,NA,NA,NA,NA,NA,NA,1,6.166666666666667,NA,NA
Nahshon Wright,DB,Oregon St.,183,4.46,31.0,6,126,7.24,4.57,3,6.333333333333333,NA,NA
Landon Young,OT,Kentucky,310,5.00,30.5,34,108,7.70,4.89,6,6.5,NA,NA
Player,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,NA,NA,NA,NA
Tyler Allgeier,RB,BYU,224,4.60,33.0,NA,120,NA,NA,5,5.916666666666667,2022.0,0.0
Troy Andersen,LB,Montana St.,243,4.42,36.0,NA,128,NA,NA,2,6.333333333333333,2022.0,6.0
Tycen Anderson,S,Toledo,209,4.36,35.5,NA,123,6.64,4.28,5,6.166666666666667,2022.0,0.0
Matt Araiza,P,San Diego St.,200,4.68,32.0,NA,121,NA,NA,6,6.083333333333333,2022.0,0.0
Jalyn Armour-Davis,CB,Alabama,197,4.39,34.5,14,NA,NA,NA,4,6.083333333333333,2022.0,2.0
Brian Asamoah,LB,Oklahoma,226,4.56,36.5,NA,124,NA,NA,3,6.0,2022.0,3.0
Calvin Austin,WR,Memphis,170,4.32,39.0,NA,135,6.65,4.07,4,5.666666666666667,2022.0,0.0
Tyler Badie,RB,Missouri,197,4.45,33.5,NA,121,NA,NA,6,5.666666666666667,2022.0,0.0
Kalon Barnes,CB,Baylor,183,4.23,NA,NA,NA,NA,NA,7,6.0,2022.0,0.0
Amaré Barno,EDGE,Virginia Tech,246,4.36,37.0,NA,131,NA,4.45,6,6.416666666666667,2022.0,0.0
Darrian Beavers,LB,Cincinnati,237,NA,36.5,NA,125,6.91,NA,6,6.333333333333333,2022.0,0.0
David Bell,WR,Purdue,212,4.65,33.0,NA,118,7.14,4.57,3,6.083333333333333,2022.0,3.0
Daniel Bellinger,TE,San Diego St.,253,4.63,34.5,22,125,7.05,4.47,4,6.416666666666667,2022.0,6.0
Dane Belton,S,Iowa,205,4.43,36.5,NA,123,7.01,4.24,4,6.083333333333333,2022.0,8.0
Terrel Bernard,LB,Baylor,224,NA,35.5,22,123,7.03,4.25,3,6.083333333333333,2022.0,19.0
Nik Bonitto,EDGE,Oklahoma,248,4.54,35.5,NA,120,7.07,4.23,2,6.25,2022.0,21.0
Thomas Booker,DT,Stanford,301,4.94,NA,NA,110,7.33,4.41,5,6.25,2022.0,0.0
Andrew Booth,CB,Clemson,194,NA,NA,NA,NA,NA,NA,2,6.0,2022.0,3.0
Jaquan Brisker,S,Penn St.,199,4.49,34.5,22,124,NA,NA,2,6.083333333333333,2022.0,11.0
Montaric Brown,CB,Arkansas,196,4.55,NA,NA,NA,NA,NA,7,6.0,2022.0,0.0
Logan Bruss,OG,Wisconsin,309,5.32,31.0,NA,112,7.57,4.55,3,6.416666666666667,2022.0,2.0
Coby Bryant,CB,Cincinnati,193,4.54,NA,17,NA,NA,NA,4,6.083333333333333,2022.0,8.0
Spencer Burford,OG,Texas-San Antonio,304,5.19,27.5,NA,105,NA,4.73,4,6.333333333333333,2022.0,14.0
Treylon Burks,WR,Arkansas,225,4.55,33.0,NA,122,7.28,NA,1,6.166666666666667,2022.0,6.0
Matthew Butler,DT,Tennessee,297,5.00,32.0,17,112,7.89,4.81,5,6.333333333333333,2022.0,0.0
Percy Butler,S,Louisiana,194,4.36,31.5,NA,123,NA,NA,4,6.0,2022.0,6.0
Grant Calcaterra,TE,SMU,241,4.62,NA,20,NA,NA,NA,6,6.333333333333333,2022.0,0.0
Jake Camarda,P,Georgia,193,4.56,NA,NA,NA,NA,NA,4,6.083333333333333,2022.0,8.0
Chance Campbell,LB,Mississippi,232,4.57,39.5,NA,127,NA,NA,6,6.166666666666667,2022.0,0.0
Ja'Tyre Carter,OG,Southern,311,5.13,30.0,NA,108,7.84,4.90,7,6.25,2022.0,0.0
Zachary Carter,DE,Florida,282,4.99,27.5,19,110,NA,NA,3,6.333333333333333,2022.0,10.0
Tariq Castro-Fields,CB,Penn St.,197,4.38,NA,NA,NA,NA,NA,6,6.083333333333333,2022.0,0.0
Tykevious Chandler,RB,North Carolina,204,4.38,31.0,NA,121,NA,NA,5,5.916666666666667,2022.0,0.0
Leo Chenal,LB,Wisconsin,250,4.53,40.5,NA,128,NA,NA,3,6.25,2022.0,14.0
Lewis Cine,S,Georgia,199,4.37,36.5,NA,133,NA,NA,1,6.166666666666667,2022.0,0.0
Damone Clark,LB,LSU,239,4.57,36.5,NA,127,7.12,NA,5,6.25,2022.0,0.0
Micheal Clemons,DE,Texas A&M,263,NA,NA,24,116,NA,NA,4,6.416666666666667,2022.0,10.0
Snoop Conner,RB,Mississippi,222,4.59,29.5,25,118,NA,NA,5,5.833333333333333,2022.0,0.0
Bryan Cook,S,Cincinnati,206,NA,NA,NA,NA,NA,NA,2,6.083333333333333,2022.0,12.0
James Cook,RB,Georgia,199,4.42,33.0,NA,124,NA,NA,2,5.916666666666667,2022.0,28.0
Matt Corral,QB,Mississippi,212,NA,NA,NA,NA,NA,NA,3,6.166666666666667,2022.0,0.0
Charles Cross,OT,Mississippi St.,307,4.95,26.0,NA,112,7.88,4.61,1,6.416666666666667,2022.0,22.0
Nick Cross,S,Maryland,212,4.34,37.0,NA,130,NA,NA,3,6.0,2022.0,10.0
